"mse.full" "mse.0" "mse.35" "mse.69" "mse.104" "mse.138"
"0.5" 1.86385848321777 1.98029791745831 1.96553386169755 1.85155208289284 1.38939019049155 1.41675184295641
"50" 1.84337116985346 1.93235539567745 1.80119544411255 1.75504042116922 1.32055678184245 1.363291899278
"mse_sd.full" "mse_sd.0" "mse_sd.35" "mse_sd.69" "mse_sd.104" "mse_sd.138"
"0.5" 0.87344621568017 1.15256496502756 1.38016890227874 1.41391592900516 0.959739503544336 1.04103324719681
"50" 0.867686072691631 1.15300016383442 1.24903625380112 1.37539436303756 0.963086282228514 1.03359139300292
"time"
"0.5" 4.47345342159271
"50" 4.1438652976354
"time_sd"
"0.5" 0.071163984962484
"50" 0.0526201979235198
"hamming"
"0.5" 12.6372093023256
"50" 2.61511627906977
"hamming_sd"
"0.5" 6.29548032551136
"50" 2.28972587293593
"mean_arcs"
"0.5" 30.5075144508671
"50" 35.442774566474
"mean_arcs_sd"
"0.5" 6.21361642812147
"50" 5.9839114295396
"pers_arcs"
"0.5" 45.5914551060253
"50" 59.6253101545601
"pers_arcs_sd"
"0.5" 8.74039050695987
"50" 9.43487533977738
"pers_arcs_total"
"0.5" 9.75499093696462
"50" 19.4244998668181
"pers_arcs_total_sd"
"0.5" 0.461160218748252
"50" 2.11586594116431
